type,mc_CRY-chi-0-all,mc_CRY-chi-1-all,mc_CRY-chi-2-all,mc_CRY-chi-3-all,mc_CRY-Z-0-all,mc_CRY-Z-1-all,mc_CRY-Z-2-all,mc_CRY-Z-3-all,mc_CRY-I-0-all,mc_CRY-I-1-all,mc_CRY-I-2-all,mc_CRY-I-3-all,mc_CRY-T-0-all,mc_CRY-T-1-all,mc_CRY-T-2-all,mc_CRY-T-3-all,mc_CRY-S-0-all,mc_CRY-S-1-all,mc_CRY-S-2-all,mc_CRY-S-3-all,D_mc_CRY-chi-0-all,D_mc_CRY-chi-1-all,D_mc_CRY-chi-2-all,D_mc_CRY-chi-3-all,D_mc_CRY-Z-0-all,D_mc_CRY-Z-1-all,D_mc_CRY-Z-2-all,D_mc_CRY-Z-3-all,D_mc_CRY-I-0-all,D_mc_CRY-I-1-all,D_mc_CRY-I-2-all,D_mc_CRY-I-3-all,D_mc_CRY-T-0-all,D_mc_CRY-T-1-all,D_mc_CRY-T-2-all,D_mc_CRY-T-3-all,D_mc_CRY-S-0-all,D_mc_CRY-S-1-all,D_mc_CRY-S-2-all,D_mc_CRY-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all
RSM1390,1.3689,31.2624,31.2039,65.2626,3844.0,3844.0,7564.0,8060.0,1,8.0,11.0,18.0,64.0,160.0,304.0,328.0,2.9584,10.1136,16.2024,23.0824,0,-17.36,-13.8,-34.72,0,434.0,560.0,986.0,0,0,0,0,0,44.0,50.0,103.0,0,7.88,9.5,17.54,228.387,431.449,668.1128,813.2816,1119.0,2104.0,3212.0,3500.0,29.0,60.0,90.0,112.0,150.0,364.0,502.0,570.0,14.3733,31.8484,46.5978,53.9472,11.09302857,10.69542857,23.57771429,32.80468571,59.71428571,58.28571429,128.0,155.4285714,1,1.285714286,2.571428571,3.571428571,1.857142857,5.571428571,9.857142857,9.142857143,0.541357143,0.7315,1.442142857,1.780442857,35.71,90.56142857,158.4085714,161.9428571,0,0.915714286,1.195714286,1.261428571,0,2.0,2.571428571,5.714285714,0,0,0,0,0,-2.0,-2.714285714,-0.857142857,0,-0.04,-0.051428571,0.242857143,0,-6.514285714,-8.742857143,-2.728571429,11.8336,11.29466667,20.6056,19.2296,64.0,50.66666667,112.0,104.0,1.0,1.333333333,2.0,2.0,2.0,4.666666667,5.333333333,6.666666667,0.5329,0.652133333,1.095,1.1096,28.09,67.84,87.98,99.11,0,1.303333333,0.89,1.29,0,4.333333333,2.0,3.0,0,0,0,0,0,-1.333333333,-1.333333333,-2.333333333,0,0.08,-0.04,-0.06,0,-5.733333333,-6.0,-8.1
RSM2389,1.4884,28.6456,26.4435,40.1929,4356.0,3597.0,3366.0,5082.0,1,7.0,8.5,11.0,51.0,113.5,187.5,194.0,2.7889,8.5838,10.93015,13.7775,0,-14.94,-11.305,-19.525,0,407.5,510.0,649.0,0,0,0,0,0,35.5,37.0,52.0,0,6.55,7.65,10.12,223.547,416.313,656.8928,786.9256,1118.0,2088.0,3200.0,3472.0,28.0,58.0,88.0,108.0,146.0,354.0,488.0,552.0,14.2364,31.3082,46.028,52.8372,11.2768,10.21813333,22.84018963,28.62319407,60.77777778,55.73333333,124.0296296,141.8074074,1,1.214814815,2.42962963,3.074074074,1.644444444,4.933333333,8.296296296,7.792592593,0.539258519,0.689463704,1.356,1.584963704,33.81911111,82.95037037,140.9318519,143.7893333,0,0.909333333,1.119851852,1.135333333,0,2.0,2.42962963,4.288888889,0,0,0,0,0,-2.0,-2.42962963,-1.281481481,0,-0.04,-0.048592593,0.129037037,0,-6.386666667,-8.062222222,-4.147407407,7.889066667,5.848,13.73706667,12.81973333,42.66666667,32.0,74.66666667,69.33333333,0.666666667,0.666666667,1.333333333,1.333333333,0.666666667,2.0,2.666666667,3.333333333,0.355266667,0.374733333,0.73,0.739733333,18.72666667,39.92666667,58.65333333,66.07333333,0,0.593333333,0.593333333,0.86,0,1.333333333,1.333333333,2.0,0,0,0,0,0,-1.333333333,-1.333333333,-2.0,0,-0.026666667,-0.026666667,-0.04,0,-4.0,-4.0,-5.4
RSM2268,2.8561,28.392,28.0878,75.4247,2304.0,1872.0,6096.0,4992.0,1,5.0,7.0,14.5,25.0,65.0,125.0,187.5,2.1904,5.4316,10.0492,16.021,0,-8.35,-4.79,-20.125,0,201.0,209.0,592.0,0,0,0,0,0,12.0,10.0,35.0,0,3.73,3.57,10.635,297.0802,590.6224,969.5588,1150.3366,1366.0,2740.0,4172.0,4324.0,40.0,84.0,136.0,166.0,220.0,548.0,788.0,862.0,18.5544,42.8444,64.9656,72.7758,11.1856,10.8274,23.2062,28.543,60.25,58.75,126.0,132.25,1,1.25,2.5,3.25,1.75,5.25,9.5,9.625,0.5403,0.706575,1.39875,1.602825,34.7575,79.5125,149.605,160.7275,0,0.79,1.1575,1.6425,0,1.75,2.5,6.75,0,0,0,0,0,-2.0,-2.75,-1.875,0,-0.035,-0.05,0.24,0,-5.475,-8.4,-4.8,10.5376,16.7588,32.4948,35.0444,56.5,90.5,147.0,174.5,1.0,2.0,4.0,4.0,5.0,15.0,23.0,20.75,0.5477,1.1398,1.98,2.1073,41.425,140.945,244.53,230.855,0,0.935,2.265,1.4,0,2.0,9.0,5.0,0,0,0,0,0,-1.0,1.0,1.25,0,-0.04,0.32,0.15,0,-6.9,-7.9,-6.35
RSM3014,0.9604,10.12928,20.78972,41.57944,9.0,71.4,123.0,227.4,1,3.4,10.4,16.6,11.8,53.6,102.0,155.6,1.7689,3.3915,11.35288,13.90914,0,-7.004,-11.022,-26.16,0,-13.6,-9.8,-26.0,0,0,0,0,0,-3.6,6.2,10.6,0,1.972,5.296,11.62,90.99991429,195.3254286,312.8614286,362.9882,287.2857143,654.5714286,831.4285714,686.8571429,15.57142857,31.14285714,51.14285714,62.0,82.28571429,201.4285714,271.7142857,260.8571429,5.414928571,13.27522857,18.86648571,19.45717143,9.2416,16.95885714,28.88,30.91245714,49.0,71.0,98.0,92.0,1,2.285714286,4.0,4.285714286,5.428571429,16.0,21.42857143,17.42857143,0.5625,1.105714286,1.71,1.699285714,54.76,155.1885714,233.84,220.7314286,0,1.37,2.66,2.86,0,5.857142857,14.0,16.85714286,0,0,0,0,0,-0.857142857,2.0,2.285714286,0,0.24,0.72,0.948571429,0,-4.057142857,-2.0,1.885714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
RSM3148,2.7225,21.384,25.245,51.117,900.0,900.0,1080.0,1680.0,1,4.0,6.0,12.0,16.0,40.0,72.0,96.0,1.7161,3.8776,6.0522,9.9036,0,-6.36,-5.4,-11.18,0,90.0,144.0,304.0,0,0,0,0,0,6.0,6.0,24.0,0,2.28,3.24,8.16,159.038,326.8794,503.97864,593.2168,677.6,1420.8,1992.0,2027.2,23.6,49.2,75.2,92.0,124.4,303.6,417.6,438.4,10.32236,24.21804,34.72304,38.03912,10.2784,12.8112,25.57024,19.6944,55.0,69.6,103.6,72.0,1,1.6,3.2,2.6,2.8,8.4,11.2,8.4,0.55066,0.91784,1.464,1.12918,44.092,124.3,175.496,138.044,0,0.944,1.952,2.014,0,2.0,9.2,9.4,0,0,0,0,0,-2.0,-0.8,-1.0,0,-0.04,0.416,0.412,0,-7.08,-3.6,-3.66,4.73344,4.386,9.69048,12.04,25.6,24.0,52.8,59.2,0.4,0.5,1.0,1.4,0.7,2.1,3.6,5.8,0.21316,0.28105,0.55334,0.72854,11.236,29.945,50.35,76.638,0,0.445,0.623,1.316,0,1.0,1.4,3.8,0,0,0,0,0,-0.8,-1.0,-1.6,0,-0.02,-0.028,0.024,0,-3.0,-4.2,-7.04
RSM1062,2.4002,25.22413333,21.25436667,39.9891,2988.0,2544.0,2300.0,3232.0,1,5.0,5.666666667,8.666666667,25.66666667,57.0,87.33333333,118.6666667,2.3899,6.047566667,6.655266667,10.00986667,0,-8.853333333,-5.293333333,-12.49,0,222.0,263.3333333,403.6666667,0,0,0,0,0,14.66666667,12.66666667,22.66666667,0,3.786666667,4.433333333,6.826666667,161.8642,318.808,495.3676,538.7998,767.5,1519.0,2242.0,2221.0,21.5,45.0,68.0,76.0,113.0,273.0,373.0,368.0,10.36415,23.4699,33.95,34.9822,11.1424,10.5672,23.7768,26.54949333,60.0,57.6,128.8,140.4333333,1,1.266666667,2.533333333,2.9,1.8,5.4,9.0,9.933333333,0.540793333,0.720206667,1.415,1.595456667,35.202,88.51666667,146.0173333,163.824,0,0.914,1.044666667,1.208666667,0,2.0,2.266666667,3.066666667,0,0,0,0,0,-2.0,-2.366666667,-2.566666667,0,-0.04,-0.045333333,-0.011333333,0,-6.48,-7.52,-7.65,9.2416,17.176,29.7844,26.8888,49.0,85.75,117.25,101.5,1.0,2.25,4.0,3.5,5.25,14.25,20.25,15.75,0.5625,1.224375,1.85625,1.55625,54.76,175.565,251.785,194.99,0,1.19,2.3625,1.795,0,3.5,11.25,10.0,0,0,0,0,0,-1.0,0.25,1.75,0,0.055,0.525,0.55,0,-7.075,-4.425,-0.45
RSM1877,3.61,23.104,40.622,67.032,841.0,812.0,1450.0,1914.0,1,4.0,8.0,14.0,16.0,48.0,88.0,128.0,1.9044,4.14,8.4456,12.6132,0,-4.56,-6.18,-8.68,0,88.0,182.0,340.0,0,0,0,0,0,4.0,10.0,24.0,0,2.52,4.92,10.18,160.8571,356.1032,536.4284,558.0946,697.0,1598.0,2186.0,2002.0,24.0,52.0,78.0,84.0,130.0,314.0,426.0,404.0,10.8552,26.15,37.0262,36.0312,9.2416,16.2488,26.8128,22.9368,49.0,87.5,115.5,94.5,1,2.0,3.5,3.0,4.0,11.0,16.0,13.0,0.5625,1.1475,1.71375,1.425,54.76,152.81,227.92,186.11,0,0.735,1.82,1.575,0,1.5,8.0,7.5,0,0,0,0,0,-1.5,-1.0,-0.5,0,-0.03,0.34,0.35,0,-5.85,-4.9,-2.95,9.2416,15.8764,29.3892,30.134,49.0,85.75,136.5,140.0,1.0,2.0,3.75,3.75,4.0,11.5,18.0,17.0,0.5625,1.15125,1.929375,1.921875,54.76,160.025,254.19,239.76,0,0.8575,1.7325,1.4875,0,1.75,6.75,6.25,0,0,0,0,0,-1.75,-1.5,-1.0,0,-0.035,0.24,0.25,0,-6.825,-6.6,-4.65
RSM2237,3.61,21.356,26.6475,50.1695,841.0,754.0,957.0,1493.5,1,3.5,5.5,10.0,12.5,32.5,60.0,76.0,1.9044,3.5811,5.8443,9.1356,0,-4.59,-3.575,-7.405,0,75.5,126.5,238.5,0,0,0,0,0,3.5,3.5,15.0,0,2.235,3.355,7.18,145.87455,283.56,432.5224,486.2189,669.0,1308.0,1849.0,1838.0,20.0,41.0,61.0,71.0,102.0,243.0,321.0,317.0,9.3072,20.8901,29.3749,31.1221,10.5376,12.138,25.48,25.9024,56.5,66.0,119.875,118.0,1,1.5,3.0,3.125,2.5,7.5,11.0,10.75,0.5477,0.85855,1.51125,1.5492875,41.425,113.565,174.23,172.6475,0,0.935,1.5325,1.715,0,2.0,5.875,6.875,0,0,0,0,0,-2.0,-1.5,-1.625,0,-0.04,0.195,0.2375,0,-6.9,-5.8,-5.5125,11.8336,8.772,19.9176,22.7728,64.0,48.0,108.0,124.0,1.0,1.0,2.0,2.5,1.0,3.0,4.5,7.0,0.5329,0.5621,1.1023,1.39795,28.09,59.89,93.545,139.39,0,0.89,1.09,1.98,0,2.0,2.5,4.5,0,0,0,0,0,-2.0,-2.5,-4.5,0,-0.04,-0.05,-0.09,0,-6.0,-7.05,-13.05
RSM0805,2.8561,31.00586667,22.984,53.98986667,2304.0,2048.0,1536.0,3584.0,1,5.333333333,5.333333333,10.66666667,29.33333333,58.66666667,88.0,146.6666667,2.1904,5.762133333,6.077866667,11.84,0,-9.333333333,-4.586666667,-13.92,0,213.3333333,224.0,437.3333333,0,0,0,0,0,18.66666667,13.33333333,32.0,0,4.0,3.786666667,7.786666667,169.3738,292.842,461.9708,539.529,874.0,1512.0,2336.0,2568.0,20.0,40.0,60.0,74.0,100.0,240.0,332.0,378.0,10.466,21.9912,32.1372,37.961,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2.0,2.0,4.0,0,0,0,0,0,-2.0,-2.0,-4.0,0,-0.04,-0.04,-0.08,0,-6.0,-6.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
RSM2339,2.4025,24.88266667,18.445,43.32766667,625.0,933.3333333,700.0,1633.333333,1,4.666666667,4.666666667,9.333333333,25.33333333,50.66666667,76.0,122.6666667,1.9321,4.735266667,4.994733333,9.73,0,-8.82,-4.666666667,-13.48666667,0,79.33333333,88.66666667,168.0,0,0,0,0,0,16.0,11.33333333,28.0,0,3.08,2.893333333,5.973333333,169.3738,292.842,461.9708,539.529,874.0,1512.0,2336.0,2568.0,20.0,40.0,60.0,74.0,100.0,240.0,332.0,378.0,10.466,21.9912,32.1372,37.961,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2.0,2.0,4.0,0,0,0,0,0,-2.0,-2.0,-4.0,0,-0.04,-0.04,-0.08,0,-6.0,-6.0,-12.0,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2.0,2.0,4.0,0,0,0,0,0,-2.0,-2.0,-4.0,0,-0.04,-0.04,-0.08,0,-6.0,-6.0,-12.0
RSM1305,3.7249,11.7344,19.686,38.5614,2209.0,658.0,1128.0,1410.0,1,2.0,4.0,8.0,4.0,12.0,24.0,32.0,1.6384,1.92,3.9424,5.7856,0,-2.22,-2.48,-4.54,0,80.0,164.0,346.0,0,0,0,0,0,-2.0,-4.0,0.0,0,1.06,2.04,5.72,169.7514,377.145,638.7924,709.739,570.0,1368.0,1788.0,1316.0,28.0,58.0,100.0,122.0,158.0,400.0,556.0,520.0,10.0956,25.4562,37.91,37.1482,9.2416,15.504,30.3696,14.44,49.0,84.0,105.0,49.0,1,2.0,4.0,2.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.695,0.855,54.76,167.24,204.98,116.92,0,0.98,2.17,1.33,0,2.0,13.0,7.0,0,0,0,0,0,-2.0,0.0,-1.0,0,-0.04,0.74,0.36,0,-7.8,1.9,-1.0,9.2416,23.256,51.4976,27.816,49.0,126.0,161.0,63.0,1.0,3.0,7.0,4.0,9.0,30.0,39.0,21.0,0.5625,1.7325,2.8275,1.41,54.76,250.86,355.2,183.52,0,1.47,4.34,3.01,0,3.0,26.0,19.0,0,0,0,0,0,-1.0,8.0,5.0,0,-0.06,1.48,1.12,0,-11.7,3.8,4.8
RSM0331,1.21,32.241,19.657,56.188,3249.0,4446.0,7182.0,4902.0,1,9.0,8.0,19.0,81.0,243.0,342.0,360.0,2.8561,11.6948,13.4355,18.9111,0,-19.41,-9.07,-30.18,0,435.0,330.0,997.0,0,0,0,0,0,54.0,34.0,131.0,0,8.29,5.57,20.92,201.012,379.7912,794.4996,992.1964,1161.0,2606.0,2964.0,2596.0,29.0,58.0,114.0,156.0,172.0,448.0,636.0,711.0,11.9067,29.2446,45.763,51.6942,10.5219125,12.7354625,35.39606667,31.35490833,81.625,162.25,180.0416667,116.2083333,1,1.708333333,4.0,3.833333333,4.208333333,12.33333333,16.25,13.41666667,0.611670833,1.229058333,1.953020833,1.576029167,107.14875,220.6641667,225.4729167,197.1925,0,0.616666667,1.666666667,2.30875,0,-0.708333333,10.91666667,18.125,0,0,0,0,0,-1.5,0.125,0.916666667,0,-0.08375,0.504583333,0.917916667,0,-6.804166667,1.741666667,8.616666667,8.778225,23.901725,43.328,42.87385,96.75,209.0,193.25,185.5,1.0,3.25,6.0,5.25,12.25,34.0,42.5,31.25,0.695375,1.98285,2.609325,2.337525,190.6525,345.205,407.5375,315.79,0,0.44,3.44,1.62,0,10.25,24.5,18.75,0,0,0,0,0,3.0,10.0,10.0,0,0.3975,1.3775,1.11,0,8.875,9.15,15.675
RSM1274,2.8561,30.8256,60.4006,76.895,2304.0,2016.0,3792.0,6384.0,1,6.0,13.0,17.0,36.0,114.0,210.0,270.0,2.1904,6.66,14.0452,17.7896,0,-8.1,-13.77,-16.77,0,246.0,545.0,683.0,0,0,0,0,0,17.0,43.0,57.0,0,4.38,9.75,13.14,133.3844,288.1892,419.1282,375.0068,590.0,1298.0,1632.0,1064.0,18.0,38.0,58.0,56.0,96.0,230.0,296.0,244.0,8.1186,18.8858,25.6722,20.4456,9.2416,18.10826667,27.36506667,22.53146667,49.0,92.16666667,127.1666667,81.66666667,1,2.166666667,3.333333333,2.833333333,4.833333333,12.5,17.33333333,12.0,0.5625,1.18625,1.7025,1.21625,54.76,143.93,201.8966667,131.35,0,0.63,1.131666667,1.201666667,0,2.0,5.166666667,8.166666667,0,0,0,0,0,-0.666666667,-0.166666667,1.0,0,0.043333333,0.23,0.503333333,0,-3.416666667,-2.616666667,3.216666667,9.2416,18.4832,16.9936,7.752,49.0,98.0,91.0,42.0,1.0,2.0,2.0,1.0,4.0,8.0,10.0,8.0,0.5625,1.125,1.14,0.5775,54.76,109.52,138.38,83.62,0,0.0,0.49,0.49,0,0.0,1.0,1.0,0,0,0,0,0,0.0,-1.0,-2.0,0,0.0,-0.02,-0.02,0,0.0,-3.9,-3.9
RSM0972,3.5344,34.2912,57.528,112.6872,729.0,1134.0,1944.0,2430.0,1,6.0,12.0,24.0,36.0,108.0,216.0,288.0,1.5876,5.67,11.6424,17.0856,0,-6.96,-8.04,-14.82,0,120.0,252.0,558.0,0,0,0,0,0,18.0,36.0,96.0,0,3.06,5.88,16.68,195.7614,442.17,723.4724,803.113,714.0,1728.0,2360.0,1984.0,32.0,68.0,112.0,134.0,180.0,452.0,656.0,658.0,12.4672,31.3852,46.8488,48.4526,9.2416,15.504,30.3696,14.44,49.0,84.0,105.0,49.0,1,2.0,4.0,2.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.695,0.855,54.76,167.24,204.98,116.92,0,0.98,2.17,1.33,0,2.0,13.0,7.0,0,0,0,0,0,-2.0,0.0,-1.0,0,-0.04,0.74,0.36,0,-7.8,1.9,-1.0,9.2416,23.256,51.4976,22.192,49.0,126.0,161.0,91.0,1.0,3.0,7.0,3.0,9.0,30.0,36.0,21.0,0.5625,1.7325,2.8275,1.4325,54.76,250.86,355.2,200.54,0,1.47,4.34,1.82,0,3.0,26.0,8.0,0,0,0,0,0,-1.0,9.0,2.0,0,-0.06,1.48,0.34,0,-11.7,3.8,-4.9
RSM0647,2.8561,23.2544,17.238,40.4924,2304.0,1536.0,1152.0,2688.0,1,4.0,4.0,8.0,16.0,32.0,48.0,72.0,2.1904,4.3216,4.5584,8.88,0,-7.0,-3.44,-10.44,0,160.0,168.0,328.0,0,0,0,0,0,8.0,4.0,14.0,0,3.0,2.84,5.84,144.0441,255.969,399.6456,462.213,711.0,1260.0,1896.0,1944.0,18.0,36.0,54.0,66.0,90.0,216.0,294.0,306.0,8.9442,19.1268,27.591,31.0002,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2.0,2.0,4.0,0,0,0,0,0,-2.0,-2.0,-4.0,0,-0.04,-0.04,-0.08,0,-6.0,-6.0,-12.0,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2.0,2.0,4.0,0,0,0,0,0,-2.0,-2.0,-4.0,0,-0.04,-0.04,-0.08,0,-6.0,-6.0,-12.0
RSM0545,2.7225,17.6,22.506,54.054,900.0,740.0,1360.0,1800.0,1,3.333333333,5.333333333,12.0,12.0,30.66666667,61.33333333,74.66666667,1.7161,3.240066667,5.8164,9.7988,0,-5.166666667,-4.84,-12.96,0,75.33333333,114.6666667,300.0,0,0,0,0,0,3.333333333,1.333333333,21.33333333,0,1.893333333,2.546666667,8.24,94.93324,189.69324,300.53328,275.2872,484.4,1057.6,1147.2,772.8,14.0,28.4,43.2,45.6,71.6,167.6,216.0,216.0,6.15832,14.29308,19.30224,17.38296,10.2784,12.85248,31.52832,12.6768,55.0,101.6,135.6,33.6,1,1.6,3.6,1.8,2.8,8.8,10.8,6.0,0.55066,0.99084,1.66548,0.6795,44.092,141.472,174.012,90.132,0,0.932,1.596,1.302,0,-2.0,8.4,7.8,0,0,0,0,0,-2.4,0.0,0.6,0,-0.14,0.432,0.444,0,-10.32,-1.2,1.14,4.043146667,7.10016,9.46688,0.0,51.2,102.4,51.2,0.0,0.4,0.8,0.8,0.0,2.4,3.2,0.8,0.0,0.280826667,0.59568,0.42632,0.0,57.672,82.256,22.472,0.0,0,-0.229333333,0.0,0.0,0,2.133333333,0.0,0.0,0,0,0,0,0,0.8,0.0,0.0,0,0.077333333,0.0,0.0,0,3.76,0.0,0.0
RSM0079,2.8561,29.068,16.0212,40.6952,2304.0,1920.0,2016.0,2688.0,1,5.0,4.0,7.0,25.0,50.0,70.0,70.0,2.1904,5.402,5.4168,7.5628,0,-8.75,-2.72,-12.25,0,200.0,150.0,280.0,0,0,0,0,0,15.0,6.0,21.0,0,3.75,2.26,5.25,58.09346667,77.99686667,140.2629333,61.82826667,430.6666667,802.6666667,745.3333333,202.6666667,6.0,10.0,13.33333333,6.666666667,23.33333333,43.33333333,26.66666667,6.666666667,3.3672,6.381266667,6.9956,2.501466667,11.8336,7.9464,30.53573333,12.9344,64.0,96.0,165.3333333,48.0,1,1.0,2.666666667,1.333333333,1.0,3.666666667,4.0,1.333333333,0.5329,0.703233333,1.4308,0.535333333,28.09,108.2966667,85.50666667,34.62666667,0,1.13,0.296666667,0.826666667,0,-4.0,0.666666667,4.666666667,0,0,0,0,0,-2.666666667,-1.333333333,0.0,0,-0.233333333,-0.013333333,0.24,0,-15.13333333,-2.0,0.533333333,5.543233333,15.07866667,13.4396,0.0,96.33333333,202.6666667,69.0,0.0,0.666666667,2.0,1.333333333,0.0,6.666666667,10.0,3.333333333,0.0,0.552166667,1.3797,0.663633333,0.0,217.6966667,228.7833333,65.59,0.0,0,-0.836666667,-0.003333333,0.0,0,9.333333333,4.666666667,0.0,0,0,0,0,0,3.333333333,2.0,0.0,0,0.45,0.23,0.0,0,19.96666667,6.833333333,0.0
RSM2952,2.8561,33.5296,30.1665,56.6657,2304.0,2208.0,2016.0,2976.0,1,6.0,7.0,13.0,36.0,84.0,126.0,174.0,2.1904,6.5416,7.9772,12.3284,0,-9.7,-6.02,-11.56,0,242.0,294.0,562.0,0,0,0,0,0,22.0,21.0,49.0,0,4.46,4.97,10.91,190.7326,395.301,637.1846,771.197,865.0,1824.0,2780.0,3050.0,27.0,58.0,92.0,114.0,150.0,378.0,556.0,584.0,12.5155,29.6758,45.1604,51.5822,10.9696,11.016,23.36373333,18.73866667,59.0,60.0,107.3333333,82.66666667,1,1.333333333,2.666666667,2.333333333,2.0,6.0,8.0,7.333333333,0.542766667,0.759733333,1.3,1.126966667,36.98,95.67333333,136.6,129.9266667,0,0.92,1.48,1.91,0,2.0,6.0,7.0,0,0,0,0,0,-2.0,-1.333333333,-2.333333333,0,-0.04,0.213333333,0.193333333,0,-6.6,-4.666666667,-7.366666667,10.9696,13.6,30.12746667,38.18666667,59.0,74.0,162.6666667,188.6666667,1.0,1.666666667,3.333333333,4.666666667,3.666666667,11.0,18.0,22.0,0.542766667,0.952233333,1.874733333,2.453933333,36.98,123.5466667,203.7133333,293.4,0,1.083333333,1.246666667,3.586666667,0,2.333333333,2.666666667,10.66666667,0,0,0,0,0,-1.333333333,-1.333333333,-4.0,0,-0.046666667,-0.053333333,0.12,0,-7.9,-9.2,-19.26666667
