type,CellV [A^3],Di,Df,Dif,density [g/cm^3],total_SA_volumetric,total_SA_gravimetric,total_POV_volumetric,total_POV_gravimetric
RSM1523,2639.57,6.11094,3.88458,6.10684,1.1806,1622.24,1374.080976,0.50674,0.429223
RSM1508,2814.19,6.14614,4.2626,6.11668,1.06295,1981.97,1864.593819,0.52702,0.49581
RSM1512,2810.39,6.1095,4.21478,5.89063,1.06153,1986.69,1871.534483,0.52064,0.490463
RSM2773,6642.13,15.53135,9.65919,15.53135,0.735216,1670.162,2271.661661,0.67056,0.912058
RSM3121,7182.91,15.93969,5.38602,15.93969,1.55026,1557.636,1004.757912,0.59918,0.386503
RSM2775,7258.56,16.17667,10.50859,16.17667,0.819587,1674.801,2043.469455,0.6895,0.841277
RSM3783,6194.59,7.75357,4.72091,7.64098,1.06732,1347.28,1262.30184,0.38818,0.363696
RSM1558,2653.7,6.21678,4.72062,6.15067,0.992771,1182.79,1191.40265,0.397,0.399891
RSM1555,2884.63,6.27069,4.79422,6.26455,0.943025,1757.96,1864.171151,0.5542,0.587683
RSM4115,12286.2,9.97626,6.15688,9.95158,0.782835,2221.87,2838.235388,0.67884,0.867156
RSM2096,3334.2,5.23694,3.82822,5.23519,1.91723,1034.6348,539.6508504,0.35184,0.1835149
RSM0211,957.447,4.24131,3.18993,4.21857,2.09417,140.984,67.32213717,0.13204,0.0630512
RSM3095,2645.43,3.85878,3.31702,3.85878,1.32039,8.10403,6.137603284,0.02062,0.0156166
RSM2564,8551.74,19.69299,7.98654,19.69299,0.409554,2020.07,4932.365451,0.81014,1.9781
RSM2818,2593.14,5.14291,3.60228,5.14291,1.21883,338.805,277.9755996,0.1588,0.130289
RSM1683,2458.84,7.01968,3.83495,7.01968,1.10319,1065.95,966.2433488,0.38142,0.345742
RSM2472,7612.62,7.4772,6.20805,7.46072,0.784087,1743.55,2223.669057,0.5252,0.669823
RSM0966,1862.36,7.37109,6.82741,7.37109,1.40599,1339.24,952.5245557,0.46646,0.331767
RSM3271,3765.96,6.80619,3.42889,6.79194,1.15852,759.267,655.3766875,0.26888,0.23209
RSM2342,2456.48,4.73608,3.35906,4.36534,1.31618,203.975,154.9750034,0.10738,0.0815843
RSM0796,2317.73,4.66008,2.93509,4.66008,1.39498,179.481,128.6620597,0.13454,0.0964459
RSM3751,11522.0,14.70007,10.79864,14.70007,0.483438,1957.24,4048.585341,0.73814,1.52686
RSM2024,2162.87,4.522,2.81232,4.46146,1.57551,130.733,82.97821023,0.12308,0.0781206
RSM3717,7794.1,6.99715,5.84689,6.98056,1.03177,1972.87,1912.121888,0.5245,0.508347
RSM3723,7768.44,7.03254,5.77219,7.03254,1.04422,1962.19,1879.096359,0.52414,0.501943
RSM3704,7966.59,7.08521,6.02588,7.08155,0.996555,2006.63,2013.566737,0.537,0.538856
RSM1756,2100.24,4.99812,2.62764,4.99812,1.37474,351.283,255.5268633,0.21258,0.154633
RSM2857,2903.48,4.50657,3.0834,4.38751,1.24643,219.636,176.2120616,0.15696,0.125928
RSM3863,5753.36,5.58292,2.993,4.55976,1.24413,561.215,451.0903201,0.22844,0.183615
RSM3861,5753.36,5.53782,2.93974,5.53782,1.24874,556.757,445.8550219,0.22556,0.18063
RSM3130,5185.94,8.14998,6.76772,8.12163,0.920168,1810.06,1967.097313,0.48802,0.530359
RSM3951,5753.36,4.59881,3.19101,4.38746,1.29152,302.88,234.5143707,0.17608,0.136335
RSM2317,2973.77,6.34308,4.86227,6.34308,1.0986,987.489,898.861278,0.32614,0.296869
RSM2515,2354.58,4.82248,2.76984,4.36575,1.26608,352.689,278.567705,0.20818,0.164429
RSM0875,1284.62,3.82607,3.19147,3.81562,1.47931,6.35281,4.294441327,0.0,0.0
RSM0134,652.857,3.89064,2.97043,3.89064,1.45541,20.6588,14.19448815,0.04336,0.0297922
RSM4021,6602.83,5.15222,4.10448,5.14703,1.41779,485.219,342.2361563,0.16406,0.115716
RSM1013,1264.98,4.23931,2.86998,4.23931,1.4551,166.118,114.1626005,0.10968,0.0753762
RSM1008,1261.47,4.11931,2.80454,4.11931,1.49316,69.3065,46.41599025,0.08388,0.0561762
RSM1791,2289.09,6.1741,5.21501,6.1741,1.07844,1151.01,1067.291643,0.40004,0.370945
RSM3428,5520.09,8.03037,6.16762,8.02661,0.894418,1677.37,1875.375943,0.49178,0.549832
RSM2750,5710.33,4.73361,3.41508,4.65301,3.6233,181.6,50.1200563,0.10384,0.028659
RSM0871,1563.52,4.01335,3.33782,3.83874,1.25543,29.1534,23.22184431,0.02652,0.0211243
RSM0202,844.895,4.44828,3.48673,4.44828,1.3532,261.006,192.8805794,0.2247,0.166051
RSM2008,2157.38,4.22555,3.14505,4.18276,1.36589,198.411,145.2613314,0.18896,0.138342
RSM3455,4836.07,5.62914,3.92719,5.62914,1.20596,1325.85,1099.414574,0.45314,0.37575
RSM4022,9375.56,10.50578,8.82117,10.49484,0.768678,1688.7,2196.888684,0.56584,0.736121
RSM3400,3961.03,4.80954,3.64569,4.72725,1.26832,519.71,409.7625205,0.24388,0.192285
RSM1367,1662.5,4.52797,3.58309,4.52797,1.5745,348.73,221.4861861,0.18028,0.1145
RSM2224,2824.59,8.13748,6.87673,8.13748,1.50852,873.829,579.2624559,0.28942,0.191857
RSM0061,844.046,5.69776,3.92558,5.6607,1.26995,1062.69,836.7967243,0.39908,0.314248
RSM0247,1006.93,4.83061,4.03981,4.83061,1.24259,810.717,652.4412719,0.31422,0.252875
RSM2920,6768.88,5.73239,3.68789,5.71092,1.28608,649.459,504.9911359,0.23748,0.184654
RSM1242,2264.87,5.50979,4.91819,5.49321,1.14051,1057.5,927.2167714,0.36826,0.322889
RSM1055,4246.64,7.33778,6.60028,7.33778,1.18441,1456.9,1230.063914,0.47474,0.400824
RSM2622,2421.41,4.90485,4.23271,4.90165,1.42586,370.718,259.9960725,0.16492,0.115663
RSM1087,1571.36,4.644,4.03482,4.644,1.80951,427.931,236.489989,0.23626,0.130566
RSM1110,1558.12,4.58512,3.92708,4.57664,1.84741,379.359,205.3464039,0.22794,0.123384
RSM1076,1549.01,4.58729,3.99418,4.55638,1.86546,387.332,207.6335059,0.22912,0.122822
RSM1078,1534.37,4.50897,3.9304,4.4621,1.90926,366.482,191.9497606,0.22344,0.11703
RSM4150,15064.6,16.48295,9.14033,16.48295,0.959417,1559.881,1625.863415,0.63516,0.662027
RSM3449,3648.86,4.13083,3.23981,4.11249,1.40052,77.3123,55.20256762,0.0745,0.0531947
RSM1334,3628.9,4.84641,3.70884,4.83114,1.26705,555.664,438.5493864,0.2959,0.233535
RSM4417,21279.1,13.97996,12.87565,13.96876,0.607595,2060.830495,3391.783169,0.6872,1.13102
RSM4228,9846.34,9.00524,7.79992,9.00524,0.836247,1807.39,2161.311192,0.54386,0.650358
RSM2983,3019.67,5.6311,3.58556,5.50351,1.43101,599.27,418.7741525,0.20554,0.143633
RSM3264,2972.5,4.89851,3.02862,4.89691,1.58683,108.374,68.29591072,0.06282,0.0395885
RSM2491,2330.61,4.66531,2.87899,4.65441,1.51683,189.972,125.2427761,0.09838,0.0648591
RSM4328,8305.91,5.31946,2.41936,5.17919,1.12599,654.629,581.3808293,0.23642,0.209966
RSM2896,3551.54,9.29834,6.48945,9.29621,1.21668,1091.31,896.9572936,0.36118,0.296858
RSM2658,3260.89,5.10915,3.79672,5.10915,1.21674,906.131,744.7203182,0.3545,0.291352
RSM3408,4022.35,5.57595,4.31452,5.56586,1.46536,642.975,438.7829612,0.23012,0.15704
RSM0518,1051.42,4.21344,3.21676,4.21344,2.09858,163.244,77.78783749,0.16322,0.0777765
RSM2791,6578.51,6.38161,3.71559,6.38161,1.03389,624.316,603.8514736,0.29208,0.282506
RSM0926,1367.64,3.85858,2.94555,3.83538,1.58066,28.2672,17.88316273,0.04108,0.0259891
RSM1177,1502.62,4.54212,3.52572,4.54212,1.85502,351.492,189.481515,0.16872,0.090953
RSM1265,1493.63,4.49398,3.4919,4.49398,1.89418,325.385,171.7814569,0.1785,0.094236
RSM3024,3531.87,5.50168,5.08562,5.49191,1.08026,946.61,876.2797845,0.331,0.306407
RSM2985,3734.23,6.08453,4.84553,6.08453,1.01993,1162.37,1139.656643,0.37792,0.370536
RSM0322,945.689,5.1388,3.13884,4.9463,1.58675,696.019,438.6443989,0.29624,0.186697
RSM0226,702.921,4.40066,3.54145,4.40066,1.45403,219.366,150.8675887,0.19632,0.135018
RSM3311,3804.05,7.06657,4.49673,7.06657,1.70049,844.198,496.4439662,0.2593,0.152485
RSM0562,1403.49,6.89128,4.79138,6.89128,1.23174,1350.64,1096.530112,0.43532,0.353419
RSM2004,2411.04,4.71244,3.94029,4.71244,1.86641,472.112,252.9519237,0.21102,0.113062
RSM4230,8081.67,6.85219,4.97206,6.75958,1.41693,888.0359,626.7323721,0.30368,0.2143234
RSM3042,4253.72,4.67652,3.32799,4.66846,1.77196,265.937,150.0807016,0.17418,0.0982978
RSM3941,6242.57,6.51106,2.83161,6.38655,1.16361,763.831,656.4321379,0.27738,0.238378
RSM2076,3312.06,9.72743,8.74819,9.72743,0.867164,1637.52,1888.362524,0.52118,0.601017
RSM1340,2123.87,5.10002,3.64369,4.72082,0.794412,1149.23,1446.642296,0.50166,0.631486
RSM3098,3218.33,5.97055,4.70307,5.97055,1.22492,742.537,606.1922411,0.24268,0.198119
RSM3192,3540.12,4.47714,2.47884,4.47703,1.7293,194.009,112.1893252,0.10794,0.0624184
RSM3731,7860.19,8.62906,4.33786,8.62906,1.28033,1655.42,1292.963533,0.53798,0.420189
RSM0909,1146.14,4.53693,3.39137,4.51316,1.50984,126.124,83.53467917,0.11546,0.0764718
RSM0769,2930.03,6.86275,5.39635,6.82883,1.05954,2567.58,2423.296902,0.6711,0.633388
RSM0776,2975.73,6.73584,5.39558,6.7159,1.14249,2546.91,2229.262401,0.66354,0.580784
RSM0735,3045.76,6.57248,5.45743,6.53468,1.21872,2578.25,2115.539254,0.65796,0.53988
RSM2644,2180.36,4.70587,2.5965,4.70195,1.749,130.686,74.72041166,0.0671,0.0383648
RSM3610,5935.08,5.30487,2.64369,5.2651,1.38354,464.542,335.7633317,0.21036,0.152045
RSM2934,2437.86,4.86214,3.02405,4.86214,1.33739,224.282,167.7012689,0.10514,0.0786158
RSM3782,4469.88,4.34679,2.45787,4.34679,1.39504,158.583,113.6763104,0.07644,0.054794
RSM4297,15236.3,4.51149,3.70593,4.50621,1.60486,217.152,135.3089989,0.10984,0.068442
RSM3055,3020.92,5.36245,2.45085,5.36245,1.20312,368.954,306.6643394,0.12612,0.104827
RSM0665,2038.51,4.21696,3.7868,4.20902,1.26329,297.576,235.5563647,0.17972,0.142264
RSM2330,3359.43,7.90536,6.37424,7.89587,0.88756,1451.41,1635.280995,0.46402,0.522804
RSM0157,921.159,6.87756,5.53647,6.83784,1.18214,1315.64,1112.930787,0.43336,0.366589
RSM2188,3127.14,5.40564,4.53621,5.32703,1.33406,1205.49,903.6250244,0.38222,0.286508
RSM4249,6652.94,5.04331,2.5496,5.04038,1.12739,342.167,303.5036678,0.1613,0.143074
RSM4280,6820.02,4.96943,3.02335,4.9628,1.14656,442.701,386.1123709,0.17358,0.151392
RSM4262,6735.95,4.98252,2.67355,4.98162,1.13718,391.947,344.6657521,0.17318,0.152289
RSM4188,19763.4,22.48969,11.55679,22.48969,0.431427,1825.53,4231.376339,0.76008,1.76178
RSM2377,6947.14,6.45845,5.65073,6.45505,1.52092,1340.11,881.1180075,0.39104,0.257108
RSM0169,926.043,5.79604,4.18591,5.79604,1.38102,1186.84,859.3937814,0.40772,0.295232
RSM0184,918.663,5.79442,4.21505,5.67699,1.39648,1175.54,841.7879239,0.40528,0.290215
RSM0175,899.06,5.70812,4.12503,5.70669,1.44217,1073.81,744.5793492,0.3951,0.273963
RSM1713,2265.61,5.30234,4.62006,5.27677,1.31152,834.321,636.1481335,0.3352,0.25558
RSM0814,2990.58,9.67197,6.44372,9.67197,0.77122,2285.7,2963.745753,0.71474,0.926765
RSM3595,4265.45,3.99648,2.79601,3.98656,1.18737,51.4177,43.30385642,0.04246,0.0357596
RSM0747,3301.49,4.99075,4.07072,4.98875,1.39072,1055.07,758.6501956,0.39406,0.283349
RSM0153,864.678,5.73732,4.27265,5.65548,1.56934,1004.66,640.1799483,0.35206,0.224336
RSM2894,4174.64,6.23329,4.79223,6.23329,0.956504,1735.91,1814.848657,0.51956,0.543186
RSM1707,2292.72,4.76534,3.95054,4.76534,1.34356,672.418,500.4748578,0.291,0.216589
RSM0154,733.301,5.00224,4.42588,4.99662,2.00794,453.087,225.6476787,0.17854,0.0889171
RSM0800,2737.61,4.21204,3.56876,4.20516,1.51146,200.821,132.8655737,0.19642,0.129954
RSM3211,5041.54,6.77563,4.15655,6.73512,1.06978,1507.4,1409.074763,0.48832,0.456466
RSM1054,1287.22,4.99584,2.9157,4.9467,1.38228,401.962,290.7963654,0.20358,0.147278
RSM2002,2905.2,6.12081,5.11749,6.10396,1.41231,1247.13,883.0426748,0.40144,0.284244
RSM3281,3670.41,4.80342,2.47987,4.79488,1.41344,378.589,267.8493604,0.20664,0.146197
RSM0625,1509.31,6.98929,6.77563,6.98929,1.52277,1319.29,866.3750928,0.44988,0.295434
RSM3003,3515.84,6.4221,3.84022,6.40906,1.13898,975.203,856.2073083,0.3328,0.29219
RSM2258,2086.68,3.85842,2.99137,3.85842,1.50485,6.46082,4.293331561,0.01274,0.00846594
RSM0155,1595.37,5.80261,4.54109,5.79964,1.48289,864.451,582.9501851,0.32154,0.216833
RSM1762,2066.66,5.27343,4.6547,5.27343,1.1624,837.373,720.3828286,0.33074,0.284532
RSM0556,1244.11,4.8362,3.81563,4.76917,1.19541,714.827,597.9764265,0.36486,0.305217
RSM1886,2677.03,4.54942,3.60193,4.54942,1.23234,627.704,509.35943,0.31756,0.257688
RSM1889,2669.57,4.94177,4.05577,4.93292,1.11879,803.102,717.8308709,0.33754,0.301699
RSM0336,1041.53,4.74958,2.42441,4.74958,2.05149,212.71,103.6856139,0.11074,0.0539804
RSM1922,6689.51,7.14967,3.85025,7.14967,1.8852,658.936043,349.531107,0.22516,0.119435
RSM2718,13599.8,9.12367,7.3846,9.12367,0.60089,2249.843421,3744.185161,0.69728,1.16041
RSM1136,2019.33,5.71523,4.47901,5.71444,1.04798,1498.71,1430.094086,0.44466,0.424303
RSM1246,2088.3,6.19638,4.53832,6.17045,1.05792,1490.34,1408.745463,0.44896,0.424381
RSM0551,2449.58,4.58402,3.20914,4.58402,3.25207,143.541,44.13834881,0.11788,0.0362476
RSM0655,1205.23,3.94761,2.40817,3.9408,2.04875,39.8428,19.44737035,0.05854,0.0285736
RSM1043,1525.14,4.31995,2.89067,4.31995,2.04489,136.793,66.89504081,0.13946,0.0681993
RSM1040,1480.04,4.2216,2.88893,4.2216,2.13114,93.6732,43.95450322,0.11828,0.0555008
RSM3341,3429.16,4.84677,3.51441,4.84677,1.2958,290.096,223.8740546,0.14496,0.111869
RSM1461,2026.61,10.29771,9.60437,10.29648,1.52872,982.33,642.5833377,0.3606,0.235883
RSM3970,6106.07,6.68191,4.62372,6.68191,0.987311,1158.67,1173.56132,0.32762,0.33183
RSM0270,4085.89,4.31787,3.88877,4.31787,2.05035,401.762,195.9480089,0.26334,0.128437
RSM2536,2363.07,4.22766,3.0939,4.22766,1.29661,288.82,222.7500945,0.13338,0.102868
RSM2485,2350.52,5.02709,3.72665,4.99488,1.27657,423.62,331.8423588,0.18142,0.142115
RSM3880,4948.45,5.93426,3.61461,5.81162,1.33898,456.419,340.8706627,0.18788,0.140316
RSM3019,5857.6,7.94677,5.42884,7.94677,0.862455,2263.2,2624.136911,0.62954,0.72994
RSM2186,4087.18,14.73899,5.12647,14.73899,0.739806,1867.73,2524.62132,0.64248,0.868444
RSM1267,1495.4,4.80366,2.90368,4.80033,1.36548,306.694,224.605267,0.16468,0.120602
RSM0539,1040.4,4.67684,3.43732,4.67684,1.38964,600.548,432.1608474,0.3691,0.265609
RSM4576,35904.3,21.31368,10.23686,21.22352,0.503862,1810.37,3592.987763,0.71546,1.41995
RSM4579,35495.5,21.10287,10.09364,21.09233,0.511736,1832.96,3581.84689,0.7112,1.38978
RSM4578,37635.1,21.88013,9.52705,21.05522,0.471575,1835.75,3892.806022,0.72624,1.54003
RSM2136,4787.59,4.9162,2.97273,4.90624,1.34988,372.703,276.1008386,0.22188,0.16437
RSM3974,4587.57,5.54904,4.6855,5.54904,1.2621,418.888,331.8976309,0.12574,0.0996273
RSM3050,3516.31,6.37536,4.74657,6.37536,1.3786,1005.58,729.4211519,0.32582,0.236342
RSM2549,3851.79,8.33704,7.53322,8.33704,1.33737,1354.92,1013.122771,0.43998,0.328988
RSM2632,4294.26,7.95789,5.70379,7.949,1.02105,1721.17,1685.686303,0.52014,0.509417
RSM3017,6312.88,8.20803,5.81249,8.20803,0.948677,2285.29,2408.923164,0.64642,0.681391
RSM1712,2507.12,5.24917,3.7405,5.24587,0.948381,795.84,839.156415,0.34702,0.365908
RSM1227,3572.58,5.44405,4.31312,5.4378,1.17461,846.107,720.3301521,0.33312,0.283602
RSM4254,14420.4,4.53831,3.95004,4.53831,1.42878,666.346,466.3741094,0.1954,0.13676
RSM3397,4165.54,5.07066,4.28847,5.07066,1.30387,727.607,558.0364607,0.27114,0.20795
RSM1420,2346.72,6.83344,4.71663,6.83281,1.06807,1324.801,1240.369077,0.43652,0.4086994
RSM1887,2891.26,6.97329,4.88825,6.97329,0.93136,1908.01,2048.627813,0.50562,0.542883
RSM4598,31324.6,10.9643,9.26908,10.9643,0.761133,1972.81,2591.938597,0.58542,0.769143
RSM1016,1512.1,5.79552,5.04854,5.77825,1.51587,711.997,469.6952905,0.25516,0.168325
RSM4212,6910.74,5.90739,4.56726,5.89705,1.28251,478.636,373.2025481,0.2045,0.1594533
RSM0881,1613.07,5.60258,3.44233,5.60258,1.27525,657.44,515.5381298,0.28788,0.225744
RSM4311,19477.2,19.03849,6.57368,19.03849,0.594852,2088.07,3510.234478,0.73384,1.23365
RSM0435,935.388,3.99252,2.95999,3.97563,1.3256,33.7907,25.49087206,0.07824,0.0590223
RSM2511,3745.52,4.6239,3.09512,4.61871,1.94043,116.012,59.7867483,0.08624,0.0444437
RSM0799,1435.78,5.69914,3.57907,5.69914,1.37889,896.072,649.8502419,0.3288,0.238452
RSM4151,60239.1,0.0,0.0,0.0,0.807635,1528.862,1893.011076,0.62138,0.769382
RSM0983,2898.12,8.10283,5.74584,7.78942,0.857006,2481.56,2895.615667,0.66098,0.771266
RSM1380,1904.53,5.34593,4.56791,5.29475,1.18507,840.192,708.9809041,0.31526,0.266026
RSM3364,4404.73,4.83097,3.827,4.78914,1.13652,506.357,445.5328547,0.2529,0.22252
RSM2157,3136.46,5.58846,4.62948,5.58392,1.75407,896.929,511.3416226,0.3097,0.17656
RSM1676,1820.99,4.61802,2.53521,4.61802,1.81464,153.09,84.36384076,0.14022,0.0772717
RSM4242,10848.3,6.06205,4.36461,6.04226,1.22934,1533.17,1247.148877,0.45746,0.37212
RSM0743,2598.57,17.18258,16.37707,17.18252,0.61117,1385.56,2267.061538,0.70938,1.16069
RSM1593,3926.95,17.92516,17.51395,17.92516,0.536552,1415.08,2637.358541,0.69084,1.28755
RSM2453,5980.65,24.44059,23.62721,24.44059,0.439059,1210.4,2756.804894,0.74776,1.7031
RSM3043,8681.79,30.70055,30.14408,30.70055,0.362219,1099.14,3034.462577,0.76146,2.10221
RSM1869,3513.04,4.36045,2.69287,4.36045,1.15725,81.8837,70.75713977,0.09104,0.0786696
RSM0112,1459.24,5.39589,4.8012,5.38542,1.33412,1020.05,764.586394,0.33526,0.251296
RSM3971,6007.78,9.49471,7.12348,9.49471,1.03474,990.788,957.5236291,0.34082,0.329379
RSM4002,6008.68,8.06325,5.70271,8.06325,1.05948,980.794,925.7314909,0.3091,0.291748
RSM0816,1458.98,5.22922,5.1443,5.20974,1.6171,621.4394,384.2924989,0.27156,0.1679303
RSM1014,1969.47,5.21161,3.32417,5.21161,1.39076,618.521,444.7359717,0.29586,0.212732
RSM2501,3286.97,7.88308,6.20532,7.88308,1.40501,1451.42,1033.031793,0.4784,0.340495
RSM2523,3161.0,7.72531,5.99694,7.72531,1.07668,1553.49,1442.852101,0.48774,0.453006
RSM0428,998.317,6.00247,5.30071,6.00247,1.71779,864.927,503.5114886,0.3039,0.176914
RSM1504,2369.44,6.27741,5.87073,6.27741,1.48318,997.058,672.2434229,0.329,0.22182
RSM3099,3247.48,6.62287,5.81813,6.60232,1.44048,599.292,416.0363212,0.19482,0.135246
RSM1308,2024.72,4.5216,3.24604,4.5216,2.07119,368.671,177.9996041,0.23468,0.113307
RSM4264,6387.23,5.75637,3.63199,5.752,1.21306,385.057,317.4261784,0.1575,0.129836
RSM4266,6384.56,5.53732,3.62481,5.51122,1.21407,354.32,291.8447865,0.15116,0.124507
RSM2061,4506.56,7.78665,6.48187,7.78665,0.899667,2242.43,2492.511118,0.65372,0.726625
RSM2065,4983.07,9.2158,6.6287,9.19553,0.813635,2117.01,2601.916093,0.67076,0.824399
RSM2713,5254.71,5.39014,4.09776,5.39014,1.21945,627.752,514.7828939,0.21994,0.180361
RSM2813,10595.2,5.09966,4.72276,5.09966,1.21463,639.553,526.5414159,0.211,0.173715
RSM1769,4978.73,4.47497,3.84758,4.42237,1.74913,472.18853,269.956224,0.22678,0.129653
RSM0548,1109.13,5.33635,3.74229,5.33635,1.17983,600.391,508.8792453,0.26526,0.22483
RSM3966,5145.16,5.70035,3.74465,5.68395,1.36188,619.20309,454.6678782,0.2243,0.16469822
RSM2072,4149.51,10.02209,6.26863,9.82831,0.811705,1890.47,2329.011156,0.63088,0.7772276
RSM4402,8376.78,6.75417,5.73604,6.69554,1.53002,359.88044,235.2128992,0.11958,0.0781557
RSM0784,1364.15,5.40721,5.27542,5.40721,1.18423,1196.33,1010.21761,0.37614,0.317624
RSM0624,1903.79,5.97505,5.0342,5.95251,0.92739,2075.88,2238.411024,0.57906,0.624398
RSM0648,1895.49,6.08901,5.09508,6.08573,0.93229,2027.25,2174.484334,0.5791,0.621159
RSM1658,1557.34,4.32733,3.40584,4.32733,1.68108,111.612,66.39303305,0.10768,0.0640539
RSM2037,4673.5,13.00544,6.82625,13.00544,0.86753,1855.68,2139.038419,0.67554,0.778693
RSM2069,18267.9,13.18615,6.52783,13.17424,0.879718,1943.59,2209.332991,0.65676,0.746557
RSM2045,1985.55,4.32886,3.44721,4.31075,1.25081,148.567,118.7766327,0.16196,0.129484
RSM1516,1970.06,5.39694,5.17369,5.38654,2.25257,649.852,288.4935873,0.23326,0.103553
RSM0755,1271.87,4.31101,3.3071,4.17578,1.30078,213.655,164.2514491,0.1941,0.149218
RSM2353,7178.36,5.18205,2.42111,4.57665,1.24771,318.39,255.1794888,0.19004,0.152311
RSM1535,2874.96,5.22026,3.78444,5.12438,2.19337,761.2883,347.0861277,0.32488,0.14811977
RSM3402,4919.28,10.50032,10.04767,10.49797,0.982459,1296.57,1319.719194,0.46074,0.468966
RSM2946,2994.4,6.00946,4.04752,5.99904,1.21211,529.557,436.8885662,0.18414,0.151917
RSM4131,13201.3,9.94535,8.42715,9.94535,0.56995,1977.05,3468.813054,0.66958,1.17481
RSM3353,3638.08,4.63321,3.54746,4.62492,1.48698,131.233,88.25471762,0.09768,0.0656903
RSM2982,2927.25,5.06603,4.01581,5.06032,1.4577,266.42652,182.7718461,0.11626,0.0797555
RSM1306,2177.2,7.2611,4.49108,7.2508,1.17019,1534.41,1311.248601,0.48108,0.411113
RSM2729,2571.34,5.08447,4.36113,5.07274,1.22435,513.123,419.0982971,0.19464,0.158974
RSM0874,2042.79,8.20229,7.33404,8.17219,0.896085,1584.66,1768.425986,0.54752,0.611013
RSM0199,901.95,5.56844,4.5608,5.56844,2.09957,1146.27,545.9546479,0.40274,0.19182
RSM3348,12468.6,9.60382,5.42977,9.56238,0.669195,1973.482,2949.03877,0.61336,0.916565
RSM1434,2540.78,4.26694,3.06466,4.25528,1.60499,64.9294,40.45470688,0.07912,0.0492961
RSM1761,2118.96,4.94875,3.6681,4.74718,1.32167,403.163,305.0405926,0.20624,0.156045
RSM2156,2861.32,6.50353,4.02235,6.48646,1.01612,1279.62,1259.319765,0.41476,0.40818
RSM4397,36796.4,21.09517,19.24681,20.98484,0.298857,1259.41,4214.089012,0.82348,2.75544
RSM1171,3530.53,4.4617,3.54667,4.45263,1.35931,172.633,127.0004635,0.13278,0.0976818
RSM2375,4296.57,5.30276,3.07284,5.30276,2.00224,790.415,394.7653628,0.30834,0.153997
RSM0072,545.111,4.11681,2.9225,4.01453,1.51217,76.6334,50.67776771,0.156,0.103163
RSM2694,2553.41,7.49731,4.21343,7.49731,1.44845,815.618,563.0971038,0.26952,0.186074
RSM2552,9270.69,10.67066,8.77989,10.67019,0.799166,1812.08,2267.463831,0.60432,0.756189
RSM0002,516.368,3.81858,2.92117,3.81858,1.83565,12.1845,6.637703266,0.05974,0.0325443
RSM0004,513.366,3.79357,2.90303,3.79357,1.85676,4.25538,2.291830931,0.0,0.0
RSM0001,509.836,3.78929,2.90906,3.78929,1.90405,4.28485,2.250387332,0.0,0.0
RSM0003,505.611,3.7967,2.91404,3.7967,1.93097,3.97516,2.058633744,0.05104,0.0264324
RSM0027,1085.75,4.04139,2.83688,4.04139,2.02141,69.3501,34.30778516,0.12926,0.0639453
RSM0024,1008.98,3.92683,2.69591,3.92683,2.3372,38.5038,16.47432826,0.06302,0.0269638
RSM4463,10420.9,5.86915,3.30945,5.86915,1.4685,477.671,325.278175,0.16894,0.115043
RSM3694,5057.28,5.31747,4.41438,5.22074,1.35237,842.638,623.0824405,0.26176,0.193556
RSM0067,550.134,3.89523,3.56149,3.89523,2.03382,10.0194,4.926394666,0.05554,0.0273083
RSM0557,1097.36,5.8356,4.62926,5.8296,1.09463,1037.78,948.0646428,0.35574,0.324987
RSM0790,1457.47,6.48006,3.76789,6.3774,1.27344,1147.54,901.1339364,0.3776,0.296521
RSM0795,1488.32,6.47922,3.93218,6.4777,1.19886,1158.65,966.4598035,0.38234,0.31892
RSM0792,1483.46,6.54942,3.9072,6.54694,1.21025,1173.27,969.4443297,0.38896,0.321389
RSM0803,1450.89,6.44133,3.78742,6.3358,1.2672,1146.74,904.9400253,0.37636,0.297002
RSM0798,1482.21,6.54291,3.90146,6.54291,1.24418,1170.18,940.5230754,0.3879,0.311773
RSM3433,19772.2,24.61262,14.64846,24.61262,0.240823,1487.58,6177.067805,0.8724,3.62257
RSM3266,4418.29,6.09913,3.98908,5.99424,1.3777,917.172407,665.7272316,0.30786,0.223459
RSM0328,978.512,5.03981,3.90859,5.01601,1.48698,848.431,570.5732424,0.30116,0.202531
RSM0418,977.348,5.12851,4.00559,5.12851,1.54997,589.317,380.2118751,0.26182,0.168919
RSM0335,991.154,5.03811,3.94141,5.03811,1.46802,908.808,619.0705849,0.3199,0.217913
RSM3565,7816.15,6.72021,5.65873,6.72021,1.01181,813.715,804.2171949,0.23046,0.22777
